OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species	Element
contig_2197	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2069	Clostridiales sp. cat2069
contig_310	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2404	Clostridiales sp. cat2404
contig_889	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1369	dark_matter sp. cat1369
contig_1188	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1031	dark_matter sp. cat1031
contig_1146	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1026	dark_matter sp. cat1026
contig_1967	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1877	Clostridiales sp. cat1877
contig_344	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Skunavirus_undefined_species	Siphoviridae sp. ctTDv734
contig_671	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1335	dark_matter sp. cat1335
contig_294	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2388	not classified sp. cat2388
contig_1192	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctKsk214
contig_1115	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1017	dark_matter sp. cat1017
contig_1464	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. cat1428	Parabacteroides sp. cat1428
contig_1037	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctC5O43
contig_1324	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctVzV360
contig_2308	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	Prevotella copri sp. cat2170
contig_2161	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2040	not classified sp. cat2040
contig_1320	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	Prevotella copri sp. cat1302
contig_260	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes indistinctus	Alistipes indistinctus sp. cat2353
contig_844	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat2888	Prevotella sp. cat2888
contig_964	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera sp. 2A1	Thauera sp. 2A1 sp. cat3002
contig_242	Bacteria	Bacteroidetes	not classified	not classified	not classified	not classified	Bacteroidetes sp. cat2276	Bacteroidetes sp. cat2276
contig_196	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lightbulbvirus	Cellulophaga virus Cba41	Podoviridae sp. ctQOX061
contig_2350	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2202	not classified sp. cat2202
contig_1421	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	Parcubacteria group bacterium ADurb.Bin216	Parcubacteria group bacterium ADurb.Bin216 sp. cat1394
contig_837	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2882	not classified sp. cat2882
contig_574	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2646	not classified sp. cat2646
contig_1582	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctteR643
contig_1029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1029	Prevotella sp. cat1029
contig_625	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctr48017
contig_1988	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	Prevotella copri sp. cat1893
contig_407	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2493	Clostridiales sp. cat2493
contig_217	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1246	dark_matter sp. cat1246
contig_2069	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter	Geosporobacter subterraneus	Geosporobacter subterraneus DSM 17957 sp. cat1970
contig_207	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1971	not classified sp. cat1971
contig_2053	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1209	dark_matter sp. cat1209
contig_1613	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	Firmicutes sp. cat1562	Firmicutes sp. cat1562
contig_995	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli sp. cat3030
contig_1221	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	Firmicutes sp. cat1209	Firmicutes sp. cat1209
contig_1207	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1195	Clostridiales sp. cat1195
contig_81	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	CrAssphage ZA	CrAssphage ZA sp. cat2860
contig_1845	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacterales_undefined_family	Desulfobacterales_undefined_family_undefined_genus	uncultured Desulfobacterales bacterium HF0200_07G10	uncultured Desulfobacterales bacterium HF0200_07G10 sp. cat1768
contig_1186	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat1175	Bacteroidales sp. cat1175
contig_2469	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1290	dark_matter sp. cat1290
contig_1212	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1201	not classified sp. cat1201
contig_447	Bacteria	not classified	not classified	not classified	not classified	not classified	Bacteroidetes/Chlorobi group sp. cat2527	Bacteroidetes/Chlorobi group sp. cat2527
contig_1412	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1069	dark_matter sp. cat1069
contig_1819	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Skunavirus_undefined_species	Siphoviridae sp. ctcb4906
contig_109	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	Flavobacteriales bacterium sp. cat1085
contig_2257	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. cat2126	Bacteroides sp. cat2126
contig_1256	Viruses	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1239	not classified sp. cat1239
contig_1454	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1419	Clostridiales sp. cat1419
contig_264	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium sp.	Propionibacterium sp. sp. cat2357
contig_1874	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	not classified	Bacteroidaceae sp. cat1795	Bacteroidaceae sp. cat1795
contig_2238	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae sp.	Microviridae sp. sp. cat2107
contig_1493	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1090	dark_matter sp. cat1090
contig_1244	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1227	not classified sp. cat1227
contig_1237	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1040	dark_matter sp. cat1040
contig_1799	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat1724	Bacteroidales sp. cat1724
contig_1114	Bacteria	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	Gammaproteobacteria sp. cat1111	Gammaproteobacteria sp. cat1111
contig_887	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1368	dark_matter sp. cat1368
contig_565	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2638	Clostridiales sp. cat2638
contig_894	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_undefined_family	Rickettsiales_undefined_family_undefined_genus	Rickettsiales bacterium	Rickettsiales bacterium sp. cat2934
contig_2242	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2112	Clostridiales sp. cat2112
contig_316	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lightbulbvirus	Cellulophaga virus Cba41	Podoviridae sp. ctjJR705
contig_1153	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	Firmicutes sp. cat1143	Firmicutes sp. cat1143
contig_1690	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	Firmicutes sp. cat1623	Firmicutes sp. cat1623
contig_1522	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1094	dark_matter sp. cat1094
contig_2157	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat2037	Prevotella sp. cat2037
contig_1891	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1174	dark_matter sp. cat1174
contig_1087	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	Podoviridae sp. ctTFR98
contig_203	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Salasvirus	Salasvirus_undefined_species	Podoviridae sp. ctgJh140
contig_2105	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1222	dark_matter sp. cat1222
contig_879	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctpfn289
contig_880	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctQ8Z291
contig_2113	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM16-23	Clostridium sp. AM16-23 sp. cat2006
contig_2165	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	Flavobacteriales bacterium sp. cat2044
contig_1607	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1557	Prevotella sp. cat1557
contig_747	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2801	Clostridiales sp. cat2801
contig_542	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	not classified	unclassified Microviridae sp. cat2616	unclassified Microviridae sp. cat2616
